trade_date,close,pct_chg,vol,ema24,ma120,ma250,rise,fall,rise_limit,fall_limit,rise_limit_count,ema24_up,ma120_up,north_money,pct_chg_v,vol_5,vol_v,ema24_on_v,ma120_on_v,ma250_on_v,rise_fall_v,rise_limit_fall_limit_v,rise_limit_count_5,rise_limit_count_v,ema24_up_5,ema24_up_v,ma120_up_5,ma120_up_v,north_money_5,north_money_v1,north_money_v,v,v_5
20121219,2162.239,-0.0104,94391522.0,2073.93,2099.21,2218.87,1354,871,22,0,2,2059,674,0.0,-0.05,119575868.6,2.37,5,4,-3,0.66,3.0,2.4,2.4899999999999998,1743.8,4.72,597.2,3.3899999999999997,0.0,0.0,0.0,2.1,2.2
20121218,2162.464,0.0982,126099467.0,2066.25,2099.66,2219.49,742,1506,18,0,2,1944,639,0.0,0.35000000000000003,116409392.6,3.24,5,4,-3,-1.02,3.0,2.6,2.31,1543.4,5.04,549.8,3.4799999999999995,0.0,0.0,0.0,2.0,2.0
20121217,2160.342,0.4518,144242218.0,2057.88,2100.16,2220.15,1540,719,24,4,7,2040,661,0.0,1.5,109863665.2,3.93,5,4,-3,1.08,2.13,3.4,6.18,1365.2,5.96,507.2,3.9000000000000004,0.0,0.0,0.0,2.8,1.8
20121214,2150.625,4.3245,160873812.0,2048.97,2100.69,2220.84,2374,4,50,0,1,1893,624,0.0,14.399999999999999,104091866.8,4.65,5,4,-3,3.0,3.0,4.8,0.63,1208.6,6.28,465.0,4.0200000000000005,0.0,0.0,0.0,3.8,1.9
20121213,2061.476,-1.0203,72272324.0,2040.13,2101.61,2221.55,350,1988,10,1,0,783,388,0.0,-3.4000000000000004,94948562.2,2.2800000000000002,5,-4,-3,-2.0999999999999996,2.46,5.4,0.0,996.8,3.16,414.4,2.82,0.0,0.0,0.0,0.3,1.7
20121212,2082.726,0.3867,78559142.0,2038.28,2103.54,2222.63,916,1307,16,1,3,1057,437,0.0,1.3,96785941.2,2.43,5,-4,-3,-0.54,2.64,5.8,1.56,939.8,4.48,393.0,3.33,0.0,0.0,0.0,1.2,1.9
20121211,2074.704,-0.4351,93370830.0,2034.41,2105.36,2223.74,472,1835,25,0,6,1053,426,0.0,-1.45,105068720.8,2.67,5,-4,-3,-1.77,3.0,5.6,3.21,827.8,5.08,359.0,3.57,0.0,0.0,0.0,1.1,2.4
20121210,2083.77,1.0663,115383226.0,2030.91,2107.37,2224.99,2219,121,45,0,14,1257,450,0.0,3.55,98870179.4,3.51,5,-4,-3,2.7,3.0,4.4,9.540000000000001,653.2,7.68,306.0,4.41,0.0,0.0,0.0,2.9,2.3
20121207,2061.786,1.604,115157289.0,2026.31,2109.23,2225.99,2308,59,41,0,4,834,371,0.0,5.3500000000000005,88124209.2,3.93,5,-4,-3,2.8499999999999996,3.0,2.0,6.0,429.4,7.76,245.6,4.53,0.0,0.0,0.0,2.9,1.6
20121206,2029.237,-0.1314,81459219.0,2023.23,2111.18,2227.39,807,1429,16,1,2,498,281,0.0,-0.44999999999999996,76471434.6,3.21,5,-4,-3,-0.8400000000000001,2.64,1.6,3.75,294.0,6.76,205.2,4.11,0.0,0.0,0.0,1.6,1.2
20121205,2031.907,2.8739,119973040.0,2022.71,2113.59,2228.81,2365,11,48,0,2,497,267,0.0,9.6,70087608.4,5.13,5,-4,-3,2.9699999999999998,3.0,1.6,3.75,212.2,9.36,175.8,4.5600000000000005,0.0,0.0,0.0,3.3,0.9
20121204,1975.143,0.7846,62378123.0,2021.91,2115.74,2230.2,1937,378,19,2,0,180,161,0.0,2.6,56194117.8,3.33,-5,-4,-3,2.0100000000000002,2.43,1.4,0.0,129.0,5.6,149.4,3.24,0.0,0.0,0.0,0.7,0.1
20121203,1959.767,-1.0277,61653375.0,2025.97,2118.5,2231.89,244,2099,7,16,2,138,148,0.0,-3.4499999999999997,55043977.6,3.3600000000000003,-5,-4,-3,-2.37,-1.17,1.6,3.75,120.2,4.6,155.6,2.8499999999999996,0.0,0.0,0.0,-0.4,-0.2
20121130,1980.117,0.8469,56893416.0,2031.73,2121.18,2233.63,2086,241,17,2,2,157,169,0.0,2.8000000000000003,51669212.8,3.3000000000000003,-5,-4,-3,2.37,2.37,1.2,5.01,155.4,4.04,184.8,2.73,0.0,0.0,0.0,1.0,-0.3
20121129,1963.488,-0.5085,49540088.0,2036.22,2123.79,2235.36,440,1847,11,9,2,89,134,0.0,-1.7000000000000002,50600823.4,2.94,-5,-4,-3,-1.8599999999999999,0.30000000000000004,0.8,7.5,208.0,1.72,216.4,1.8599999999999999,0.0,0.0,0.0,-0.1,-0.4
20121128,1973.523,-0.8859999999999999,50505587.0,2042.54,2126.67,2237.17,281,2073,5,14,1,81,135,0.0,-2.9499999999999997,49808375.2,3.0300000000000002,-5,-4,-3,-2.2800000000000002,-1.41,0.6,5.01,265.6,1.2,254.2,1.59,0.0,0.0,0.0,-0.7,-0.4
20121127,1991.165,-1.3036,56627422.0,2048.54,2129.49,2238.94,94,2273,1,41,1,136,192,0.0,-4.35,50363662.0,3.3600000000000003,-5,-4,-3,-2.7600000000000002,-2.8499999999999996,0.8,3.75,341.2,1.6,298.8,1.92,0.0,0.0,0.0,-1.0,0.1
20121126,2017.464,-0.4893,44779551.0,2053.53,2132.13,2240.83,385,1928,6,7,0,314,294,0.0,-1.6500000000000001,47554304.6,2.82,-5,-4,-3,-2.0100000000000002,-0.24,0.8,0.0,377.2,3.32,319.0,2.7600000000000002,0.0,0.0,0.0,-0.6,0.4
20121123,2027.384,0.5841,51551469.0,2056.67,2135.1,2242.63,1342,850,8,4,0,420,327,0.0,1.9500000000000002,47663798.0,3.24,-5,-4,-3,0.66,0.99,0.8,0.0,376.0,4.48,319.4,3.06,0.0,0.0,0.0,0.2,0.6
20121122,2015.611,-0.7244,45577847.0,2059.22,2137.97,2244.64,385,1954,8,0,1,377,323,0.0,-2.4,47269840.2,2.88,-5,-4,-3,-2.0100000000000002,3.0,0.8,3.75,339.4,4.44,309.0,3.1500000000000004,0.0,0.0,0.0,0.1,0.4
20121121,2030.319,1.065,53282021.0,2063.01,2141.05,2246.69,2021,329,12,0,2,459,358,0.0,3.55,48265642.2,3.3000000000000003,-5,-4,-3,2.16,3.0,0.6,9.99,316.8,5.8,304.4,3.54,0.0,0.0,0.0,1.8,0.3
20121120,2008.923,-0.3996,42580635.0,2065.85,2144.04,2248.49,793,1446,15,1,1,316,293,0.0,-1.35,47227838.0,2.7,-5,-4,-3,-0.8699999999999999,2.64,0.4,7.5,304.0,4.16,305.8,2.88,0.0,0.0,0.0,0.5,-0.0
20121119,2016.982,0.112,45327018.0,2070.8,2146.98,2250.37,1619,651,13,1,0,308,296,0.0,0.35000000000000003,50929169.6,2.67,-5,-4,-3,1.29,2.58,0.6,0.0,309.4,4.0,319.2,2.79,0.0,0.0,0.0,0.2,-0.3
20121116,2014.725,-0.7666,49581680.0,2075.48,2149.62,2252.41,809,1484,4,0,0,237,275,0.0,-2.55,53202737.0,2.79,-5,-4,-3,-0.8699999999999999,3.0,1.2,0.0,367.0,2.6,352.4,2.34,0.0,0.0,0.0,-0.4,-0.2
20121115,2030.29,-1.2226,50556857.0,2080.76,2152.42,2254.36,234,2119,6,0,0,264,300,0.0,-4.1,54131093.0,2.79,-5,-4,-3,-2.4000000000000004,3.0,1.4,0.0,406.0,2.6,380.4,2.37,0.0,0.0,0.0,-0.7,-0.1
20121114,2055.419,0.3677,48093000.0,2085.15,2155.2,2256.28,1361,912,13,2,1,395,365,0.0,1.25,57338633.8,2.52,-5,-4,-3,0.6000000000000001,2.19,1.6,1.8599999999999999,435.2,3.64,401.0,2.73,0.0,0.0,0.0,0.3,-0.2
20121113,2047.889,-1.5094,61087293.0,2087.74,2157.85,2258.17,241,2130,8,9,2,343,360,0.0,-5.05,59596059.4,3.09,-5,-4,-3,-2.4000000000000004,-0.18,2.2,2.73,536.2,2.56,434.8,2.4899999999999998,0.0,0.0,0.0,-0.8,-0.0
20121112,2079.274,0.4933,56694855.0,2091.2,2160.35,2260.01,1796,505,23,1,3,596,462,0.0,1.6500000000000001,61647370.8,2.7600000000000002,-5,-4,-3,1.6800000000000002,2.7600000000000002,2.4,3.75,652.2,3.64,472.0,2.94,0.0,0.0,0.0,0.7,0.3
20121109,2069.067,-0.1179,54223460.0,2092.24,2162.56,2261.71,967,1269,9,2,1,432,415,0.0,-0.4,64616152.2,2.52,-5,-4,-3,-0.42000000000000004,1.92,2.6,1.1400000000000001,763.6,2.28,494.4,2.52,0.0,0.0,0.0,-0.2,0.5
20121108,2071.509,-1.6251,66594561.0,2094.26,2165.14,2263.32,159,2218,8,5,1,410,403,0.0,-5.4,69082904.2,2.88,-5,-4,-3,-2.61,0.6900000000000001,3.0,0.99,920.6,1.8,531.2,2.2800000000000002,0.0,0.0,0.0,-1.0,1.0
20121107,2105.73,-0.0128,59380128.0,2096.23,2167.43,2264.9,1003,1235,15,0,4,900,534,0.0,-0.05,72341326.0,2.46,5,-4,-3,-0.30000000000000004,3.0,3.2,3.75,1055.6,3.4,558.2,2.88,0.0,0.0,0.0,1.2,1.8
20121106,2105.999,-0.3797,71343850.0,2095.41,2169.67,2266.37,551,1793,13,2,3,923,546,0.0,-1.25,72370747.2,2.9699999999999998,5,-4,-3,-1.59,2.19,2.4,3.75,1005.4,3.68,535.4,3.06,0.0,0.0,0.0,1.0,1.6
20121105,2114.027,-0.1426,71538762.0,2094.49,2171.96,2267.69,857,1429,21,1,4,1153,574,0.0,-0.5,70215795.6,3.06,5,-4,-3,-0.75,2.73,1.8,6.66,926.8,4.96,500.8,3.4499999999999997,0.0,0.0,0.0,1.6,1.4
20121102,2117.0460000000007,0.5996,76557220.0,2092.79,2174.3,2268.95,1449,795,15,0,3,1217,599,0.0,2.0,66635045.0,3.4499999999999997,5,-4,-3,0.8699999999999999,3.0,1.2,7.5,795.6,6.12,462.2,3.9000000000000004,0.0,0.0,0.0,2.3,1.0
20121101,2104.428,1.7182,82886670.0,2090.68,2176.75,2270.12,2274,97,18,0,2,1085,538,0.0,5.75,67044888.0,3.7199999999999998,5,-4,-3,2.7600000000000002,3.0,0.6,9.99,647.8,6.68,414.8,3.9000000000000004,0.0,0.0,0.0,3.1,0.3
20121031,2068.88,0.3168,59527234.0,2089.48,2179.28,2271.18,1440,801,7,1,0,649,420,0.0,1.05,67546175.8,2.64,-5,-4,-3,0.8699999999999999,2.25,1.0,0.0,617.2,4.2,397.0,3.18,0.0,0.0,0.0,0.2,-0.2
20121030,2062.347,0.1653,60569092.0,2091.27,2182.45,2272.17,1288,963,3,7,0,530,373,0.0,0.55,70218052.6,2.58,-5,-4,-3,0.42000000000000004,-1.2000000000000002,1.6,0.0,729.4,2.92,413.2,2.7,0.0,0.0,0.0,-0.4,0.0
20121029,2058.943,-0.3517,53635009.0,2093.79,2185.7,2273.25,1002,1255,9,4,1,497,381,0.0,-1.1500000000000001,72640995.4,2.2199999999999998,-5,-4,-3,-0.33,1.1400000000000001,2.0,1.5,880.2,2.24,439.4,2.61,0.0,0.0,0.0,-0.3,0.2
20121026,2066.209,-1.6831,78606435.0,2096.82,2188.97,2274.52,290,2084,4,6,0,478,362,0.0,-5.6000000000000005,73937438.0,3.18,-5,-4,-3,-2.2800000000000002,-0.6000000000000001,2.4,0.0,1122.6,1.72,478.6,2.2800000000000002,0.0,0.0,0.0,-1.2,0.6
20121025,2101.58,-0.6809999999999999,85393109.0,2099.48,2192.09,2275.79,536,1776,9,4,4,932,449,0.0,-2.25,71744406.8,3.57,5,-4,-3,-1.62,1.1400000000000001,2.8,4.29,1347.4,2.76,510.0,2.64,0.0,0.0,0.0,0.8,1.2
20121024,2115.99,0.073,72886618.0,2099.3,2194.89,2277.15,933,1356,17,0,3,1210,501,0.0,0.25,72104003.4,3.0300000000000002,5,-4,-3,-0.54,3.0,2.4,3.75,1491.2,3.24,524.0,2.88,0.0,0.0,0.0,1.2,1.4
20121023,2114.447,-0.8586,72683806.0,2097.85,2197.23,2278.41,441,1884,13,2,2,1284,504,0.0,-2.8499999999999996,69501492.8,3.1500000000000004,5,-4,-3,-1.8599999999999999,2.19,2.0,3.0,1463.6,3.52,510.8,2.9699999999999998,0.0,0.0,0.0,0.7,1.5
20121022,2132.758,0.2094,60117222.0,2096.41,2199.65,2279.71,1457,765,12,0,3,1709,577,0.0,0.7000000000000001,66528419.2,2.7,5,-4,-3,0.9299999999999999,3.0,1.8,5.01,1406.6,4.84,495.4,3.4799999999999995,0.0,0.0,0.0,1.7,1.5
20121019,2128.302,-0.1588,67641279.0,2093.24,2201.93,2280.86,893,1361,14,0,2,1602,519,0.0,-0.55,65293125.0,3.12,5,-4,-3,-0.63,3.0,1.6,3.75,1244.4,5.16,461.8,3.3600000000000003,0.0,0.0,0.0,1.4,1.2
20121018,2131.688,1.2381,87191092.0,2090.2,2204.1,2281.74,2236,122,25,0,2,1651,519,0.0,4.1499999999999995,65417463.6,3.99,5,-4,-3,2.7,3.0,1.8,3.33,1155.0,5.72,442.0,3.51,0.0,0.0,0.0,2.2,1.1
20121017,2105.618,0.3245,59874065.0,2086.59,2206.24,2282.59,1327,890,15,0,1,1072,435,0.0,1.1,62878651.0,2.8499999999999996,5,-4,-3,0.6000000000000001,3.0,2.8,1.08,1060.0,4.04,423.8,3.09,0.0,0.0,0.0,1.3,0.8
20121016,2098.808,0.005,57818438.0,2084.93,2208.76,2283.6,1303,898,18,1,1,999,427,0.0,0.0,66686245.0,2.61,5,-4,-3,0.54,2.67,5.2,0.5700000000000001,1214.2,3.28,439.6,2.91,0.0,0.0,0.0,1.0,1.0
20121015,2098.703,-0.2959,53940751.0,2083.73,2211.09,2284.67,645,1684,11,14,2,898,409,0.0,-1.0,72035315.0,2.25,5,-4,-3,-1.35,-0.36,7.4,0.81,1311.6,2.72,446.2,2.7600000000000002,0.0,0.0,0.0,0.3,1.5
20121012,2104.932,0.0982,68262972.0,2082.42,2213.44,2285.84,1013,1230,12,3,3,1155,420,0.0,0.35000000000000003,72273487.2,2.82,5,-4,-3,-0.30000000000000004,1.7999999999999998,7.8,1.1400000000000001,1264.2,3.64,431.8,2.91,0.0,0.0,0.0,0.9,1.7
20121011,2102.868,-0.8054,74497029.0,2080.47,2215.36,2287.08,265,2093,17,5,7,1176,428,0.0,-2.7,74510683.2,3.0,5,-4,-3,-2.34,1.6500000000000001,7.6,2.7600000000000002,1172.0,4.0,416.2,3.09,0.0,0.0,0.0,0.7,2.0
20121010,2119.942,0.2228,78912035.0,2078.52,2217.47,2288.25,1844,432,42,0,13,1843,514,0.0,0.75,74949568.8,3.1500000000000004,5,-4,-3,1.8599999999999999,3.0,6.6,5.91,1016.4,7.24,385.4,3.99,0.0,0.0,0.0,2.2,2.3
20121009,2115.23,1.9673,84563788.0,2074.92,2219.47,2289.5,2360,16,46,0,12,1486,460,0.0,6.550000000000001,69247327.4,3.66,5,-4,-3,2.9699999999999998,3.0,4.0,9.0,683.6,8.68,325.8,4.2299999999999995,0.0,0.0,0.0,3.3,1.6
20121008,2074.419,-0.5632,55131612.0,2071.41,2221.43,2290.81,865,1406,23,0,4,661,337,0.0,-1.9,61978451.4,2.67,5,-4,-3,-0.72,3.0,2.0,6.0,452.4,5.84,291.4,3.4799999999999995,0.0,0.0,0.0,1.5,1.0
20120928,2086.169,1.4514,79448952.0,2071.15,2223.38,2292.56,2252,112,15,0,2,694,342,0.0,4.85,62479684.8,3.81,5,-4,-3,2.73,3.0,1.4,4.29,394.4,7.04,284.0,3.5999999999999996,0.0,0.0,0.0,2.5,0.8
20120927,2056.323,2.6021,76691457.0,2069.84,2225.22,2294.01,2295,70,19,0,2,398,274,0.0,8.65,58647785.6,3.93,-5,-4,-3,2.82,3.0,1.0,6.0,312.0,5.12,270.0,3.0300000000000002,0.0,0.0,0.0,1.9,0.2
20120926,2004.172,-1.2379,50400828.0,2071.02,2227.13,2295.54,149,2197,6,8,0,179,216,0.0,-4.1499999999999995,56806026.0,2.67,-5,-4,-3,-2.61,-0.42000000000000004,0.8,0.0,301.8,2.36,277.6,2.34,0.0,0.0,0.0,-1.1,-0.4
20120925,2029.293,-0.1918,48219408.0,2076.83,2229.65,2297.45,538,1728,6,0,2,330,288,0.0,-0.65,57174586.2,2.52,-5,-4,-3,-1.59,3.0,1.2,5.01,448.2,2.96,324.4,2.67,0.0,0.0,0.0,0.2,-0.1
20120924,2033.192,0.3208,57637779.0,2080.97,2231.92,2299.25,1546,685,13,0,1,371,300,0.0,1.05,58289674.6,2.9699999999999998,-5,-4,-3,1.17,3.0,1.0,3.0,513.4,2.88,348.8,2.58,0.0,0.0,0.0,0.4,-0.2
20120921,2026.69,0.0915,60289456.0,2085.12,2233.84,2301.05,706,1534,10,6,0,282,272,0.0,0.3,62040565.4,2.91,-5,-4,-3,-1.1099999999999999,0.75,0.8,0.0,576.0,1.96,368.2,2.2199999999999998,0.0,0.0,0.0,-0.5,-0.6
20120920,2024.837,-2.0792,67482659.0,2090.2,2235.71,2302.83,101,2262,5,3,1,347,312,0.0,-6.949999999999999,68232328.4,2.9699999999999998,-5,-4,-3,-2.73,0.75,1.2,2.4899999999999998,861.2,1.6,421.4,2.2199999999999998,0.0,0.0,0.0,-1.1,-0.2
20120919,2067.831,0.4024,52243629.0,2095.88,2237.88,2304.72,1858,420,17,1,2,911,450,0.0,1.35,70544791.0,2.2199999999999998,-5,-4,-3,1.8900000000000001,2.67,2.2,2.73,1130.4,3.24,468.2,2.88,0.0,0.0,0.0,0.5,0.1
20120918,2059.543,-0.9121,53794850.0,2098.32,2240.21,2306.45,894,1353,6,0,1,656,410,0.0,-3.05,76919013.6,2.0999999999999996,-5,-4,-3,-0.6000000000000001,3.0,2.6,1.1400000000000001,1363.8,1.92,500.0,2.46,0.0,0.0,0.0,-0.5,0.3
20120917,2078.5,-2.1351,76392233.0,2101.7,2242.63,2308.28,119,2247,6,5,0,684,397,0.0,-7.1,82245371.2,2.79,-5,-4,-3,-2.7,0.27,3.0,0.0,1631.8,1.68,531.0,2.25,0.0,0.0,0.0,-1.3,0.6
20120914,2123.847,0.6382,91248271.0,2103.71,2244.89,2309.84,1196,1039,14,1,2,1708,538,0.0,2.15,87682929.8,3.12,5,-4,-3,0.21000000000000002,2.61,6.0,0.99,1915.6,3.56,565.2,2.8499999999999996,0.0,0.0,0.0,1.2,1.3
20120913,2110.379,-0.7606,79044972.0,2101.96,2246.99,2311.26,331,2004,19,0,6,1693,546,0.0,-2.55,97419800.4,2.43,5,-4,-3,-2.16,3.0,7.8,2.31,1976.0,3.44,561.2,2.91,0.0,0.0,0.0,0.7,1.8
20120912,2126.554,0.2829,84114742.0,2101.23,2249.22,2312.93,1523,733,21,0,4,2078,609,0.0,0.95,92829169.4,2.73,5,-4,-3,1.0499999999999998,3.0,7.2,1.6800000000000002,1858.6,4.48,526.6,3.4799999999999995,0.0,0.0,0.0,1.4,1.8
20120911,2120.554,-0.6716,80426638.0,2099.03,2251.31,2314.65,784,1512,15,1,3,1996,565,0.0,-2.25,87536181.6,2.7600000000000002,5,-4,-3,-0.96,2.64,7.2,1.26,1617.6,4.92,474.2,3.57,0.0,0.0,0.0,0.9,1.7
20120910,2134.893,0.3351,103580026.0,2097.16,2253.72,2316.44,1662,605,36,0,15,2103,568,0.0,1.1,82943290.8,3.75,5,-4,-3,1.41,3.0,7.4,6.09,1355.2,6.2,425.0,4.0200000000000005,0.0,0.0,0.0,2.1,1.5
20120907,2127.762,3.6962,139932624.0,2093.88,2255.97,2318.17,2334,35,67,0,11,2010,518,0.0,12.3,74354385.2,5.64,5,-4,-3,2.91,3.0,4.8,6.87,1086.0,7.4,375.4,4.14,0.0,0.0,0.0,3.7,1.3
20120906,2051.918,0.6987,56091817.0,2090.93,2258.02,2319.96,1952,360,25,0,3,1106,373,0.0,2.3499999999999996,55596641.2,3.0300000000000002,-5,-4,-3,2.07,3.0,2.6,3.4499999999999997,781.2,5.68,326.2,3.42,0.0,0.0,0.0,1.0,0.5
20120905,2037.681,-0.292,57649803.0,2094.32,2260.85,2322.2,1564,693,27,0,4,873,347,0.0,-0.95,56771036.2,3.06,-5,-4,-3,1.17,3.0,2.6,4.62,642.2,5.44,301.6,3.4499999999999997,0.0,0.0,0.0,0.7,0.3
20120904,2043.649,-0.7526,57462184.0,2099.25,2264.33,2324.51,538,1750,18,0,4,684,319,0.0,-2.5,55683037.2,3.09,-5,-4,-3,-1.59,3.0,2.6,4.62,595.6,4.6,293.4,3.2700000000000005,0.0,0.0,0.0,0.2,0.1
20120903,2059.147,0.5678,60635498.0,2104.08,2267.59,2326.5,2142,186,17,0,2,757,320,0.0,1.9,55075021.2,3.3000000000000003,-5,-4,-3,2.52,3.0,2.0,3.0,580.2,5.2,292.0,3.3000000000000003,0.0,0.0,0.0,0.9,0.1
20120831,2047.522,-0.2467,46143904.0,2107.99,2270.76,2328.48,1428,785,14,5,0,486,272,0.0,-0.8,55010888.2,2.52,-5,-4,-3,0.8699999999999999,1.41,2.0,0.0,526.4,3.68,285.8,2.8499999999999996,0.0,0.0,0.0,-0.1,-0.2
20120830,2052.585,-0.0317,61963792.0,2113.25,2273.87,2330.36,456,1850,12,15,3,411,250,0.0,-0.1,57817897.0,3.21,-5,-4,-3,-1.7999999999999998,-0.33,3.2,2.82,581.8,2.84,297.8,2.52,0.0,0.0,0.0,-0.3,-0.3
20120829,2053.235,-0.9608,52209808.0,2118.52,2276.72,2332.28,814,1454,24,2,4,640,306,0.0,-3.2,57119598.4,2.73,-5,-4,-3,-0.8400000000000001,2.55,4.0,3.0,773.4,3.32,328.4,2.79,0.0,0.0,0.0,-0.2,-0.0
20120828,2073.154,0.8487,54422104.0,2124.2,2279.7,2334.31,1734,545,23,1,1,607,312,0.0,2.8499999999999996,58365919.2,2.79,-5,-4,-3,1.56,2.7600000000000002,4.0,0.75,859.2,2.84,344.0,2.73,0.0,0.0,0.0,0.4,0.1
20120827,2055.708,-1.7397,60314833.0,2128.64,2282.8,2336.42,317,1997,10,11,2,488,289,0.0,-5.8,59632799.4,3.0300000000000002,-5,-4,-3,-2.19,-0.15000000000000002,4.4,1.35,980.0,2.0,361.6,2.4000000000000004,0.0,0.0,0.0,-1.0,0.3
20120824,2092.104,-0.9923,60178948.0,2134.98,2286.17,2338.63,259,2073,13,7,6,763,332,0.0,-3.3000000000000003,56913332.6,3.18,-5,-4,-3,-2.34,0.8999999999999999,4.2,4.29,1031.4,2.96,371.8,2.67,0.0,0.0,0.0,-0.3,0.5
20120823,2113.072,0.2544,58472299.0,2138.71,2288.96,2340.77,1686,568,27,0,7,1369,403,0.0,0.8500000000000001,53755669.8,3.2700000000000005,-5,-4,-3,1.5,3.0,3.2,6.57,1007.4,5.44,372.0,3.24,0.0,0.0,0.0,1.1,0.5
20120822,2107.711,-0.4984,58441412.0,2140.94,2291.58,2342.69,662,1635,20,0,4,1069,384,0.0,-1.6500000000000001,51095811.8,3.42,-5,-4,-3,-1.26,3.0,2.4,5.01,857.8,5.0,357.2,3.24,0.0,0.0,0.0,0.4,0.3
20120821,2118.268,0.5368,60756505.0,2143.83,2294.45,2344.58,2121,194,33,0,3,1211,400,0.0,1.7999999999999998,50329408.2,3.63,-5,-4,-3,2.4899999999999998,3.0,2.6,3.4499999999999997,800.6,6.04,351.2,3.42,0.0,0.0,0.0,1.1,0.1
20120820,2106.957000000001,-0.3751,46717499.0,2146.05,2297.19,2346.31,1237,1008,17,1,1,745,340,0.0,-1.25,51692425.0,2.7,-5,-4,-3,0.30000000000000004,2.67,2.6,1.1400000000000001,754.8,3.96,346.0,2.94,0.0,0.0,0.0,0.0,-0.0
20120817,2114.891,0.1275,44390634.0,2149.45,2299.96,2347.98,1254,964,12,1,1,643,333,0.0,0.4,56619389.6,2.34,-5,-4,-3,0.39,2.55,2.8,1.08,751.6,3.44,348.0,2.88,0.0,0.0,0.0,0.1,-0.2
20120816,2112.197,-0.3185,45173009.0,2152.45,2302.42,2349.63,650,1602,11,2,3,621,329,0.0,-1.05,61414974.6,2.2199999999999998,-5,-4,-3,-1.26,2.07,4.8,1.8599999999999999,888.8,2.8,360.8,2.73,0.0,0.0,0.0,-0.2,0.1
20120815,2118.945,-1.1006,54609394.0,2155.95,2304.85,2351.69,457,1851,16,1,5,783,354,0.0,-3.65,66886222.0,2.46,-5,-4,-3,-1.7999999999999998,2.64,5.4,2.79,1046.0,3.0,377.6,2.82,0.0,0.0,0.0,-0.3,0.5
20120814,2142.525,0.3018,67571589.0,2159.17,2307.04,2353.95,1720,567,23,1,3,982,374,0.0,1.0,70538250.4,2.88,-5,-4,-3,1.5,2.7600000000000002,6.2,1.44,1100.0,3.56,379.4,2.9699999999999998,0.0,0.0,0.0,0.4,0.6
20120813,2136.078,-1.5094,71352322.0,2160.62,2308.88,2356.09,258,2080,7,3,2,729,350,0.0,-5.05,72033892.2,2.9699999999999998,-5,-4,-3,-2.34,1.2000000000000002,7.6,0.78,1127.8,2.6,378.8,2.7600000000000002,0.0,0.0,0.0,-0.8,0.8
20120810,2168.814,-0.2432,68368559.0,2162.75,2310.72,2358.27,842,1426,28,0,11,1329,397,0.0,-0.8,72132068.6,2.8499999999999996,5,-4,-3,-0.78,3.0,9.2,3.5999999999999996,1162.4,4.56,380.2,3.12,0.0,0.0,0.0,1.2,1.3
20120809,2174.1020000000008,0.6068,72529246.0,2162.23,2312.29,2360.41,2020,271,31,0,6,1407,413,0.0,2.0,69132622.6,3.1500000000000004,5,-4,-3,2.2800000000000002,3.0,8.2,2.19,995.0,5.64,360.0,3.4499999999999997,0.0,0.0,0.0,1.8,1.5
20120808,2160.99,0.1562,72869536.0,2161.19,2313.89,2362.52,786,1482,24,1,9,1053,363,0.0,0.5,65320281.2,3.3600000000000003,-5,-4,-3,-0.9299999999999999,2.7600000000000002,7.2,3.75,772.2,5.44,328.0,3.33,0.0,0.0,0.0,0.6,1.1
20120807,2157.62,0.1255,75049798.0,2161.21,2315.42,2364.71,1711,554,38,0,10,1121,371,0.0,0.4,61507294.4,3.66,-5,-4,-3,1.53,3.0,5.6,5.37,617.8,7.24,306.4,3.63,0.0,0.0,0.0,1.2,1.2
20120806,2154.916,1.0371,71843204.0,2161.52,2317.04,2366.97,2293,51,41,0,10,902,357,0.0,3.4499999999999997,57188554.2,3.7800000000000002,-5,-4,-3,2.88,3.0,3.8,7.89,421.0,8.56,277.0,3.87,0.0,0.0,0.0,1.9,0.8
20120803,2132.7960000000007,1.0238,53371329.0,2162.1,2318.68,2369.16,2235,98,31,0,6,492,296,0.0,3.4000000000000004,53218390.0,3.0,-5,-4,-3,2.7600000000000002,3.0,1.8,9.99,276.0,7.12,257.0,3.4499999999999997,0.0,0.0,0.0,1.9,0.2
20120802,2111.182,-0.5735,53467539.0,2164.65,2320.49,2371.39,663,1624,10,1,1,293,253,0.0,-1.9,52959508.2,3.0300000000000002,-5,-4,-3,-1.26,2.46,1.0,3.0,241.6,4.84,261.2,2.91,0.0,0.0,0.0,0.1,-0.2
20120801,2123.36,0.9377,53804602.0,2169.3,2322.46,2374.02,2126,209,14,1,1,281,255,0.0,3.15,52842815.6,3.06,-5,-4,-3,2.46,2.61,1.4,2.13,255.2,4.4,279.4,2.73,0.0,0.0,0.0,0.8,-0.2
20120731,2103.634,-0.2976,53456097.0,2173.29,2323.87,2376.6,464,1844,7,22,1,137,224,0.0,-1.0,51797074.0,3.09,-5,-4,-3,-1.7999999999999998,-1.56,1.8,1.6800000000000002,291.0,1.88,303.4,2.2199999999999998,0.0,0.0,0.0,-0.7,-0.4
